the_first_song,the_second_song,word1,word2,result
Freaxxx,Up Up & Away,bc,away,0
Freaxxx,Up Up & Away,bc,moon,0
Freaxxx,Up Up & Away,bc,man,0
Freaxxx,Up Up & Away,bc,end,0
Freaxxx,Up Up & Away,bc,day,0
Freaxxx,Welk,bc,pains,0
Freaxxx,Good Morning Little School Girl,bc,good,0
Freaxxx,Good Morning Little School Girl,bc,morning,0
Freaxxx,Good Morning Little School Girl,bc,little,0
Freaxxx,Good Morning Little School Girl,bc,school,0
Freaxxx,Good Morning Little School Girl,bc,girl,0
Freaxxx,Good Morning Little School Girl,bc,johnny,0
Freaxxx,Good Morning Little School Girl,bc,winter,0
Freaxxx,The eyes of medusa,bc,medusa,0
Freaxxx,The eyes of medusa,bc,eyes,0
Freaxxx,The eyes of medusa,bc,divine,0
Freaxxx,The eyes of medusa,bc,wings,0
Freaxxx,The eyes of medusa,bc,tragedy,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,digital,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,xvii,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,art,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,solo,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,organ,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,concertos,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,vivaldi,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,j,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,fugue,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,bach,0
Freaxxx,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,bc,art,0
Freaxxx,Creil City,bc,city,0
Freaxxx,Creil City,bc,fat,0
Freaxxx,Creil City,bc,come,0
Freaxxx,Creil City,bc,back,0
Freaxxx,No More [feat. O.N.E.] (Amended Album Version),bc,amended,0
Freaxxx,No More [feat. O.N.E.] (Amended Album Version),bc,album,0
Freaxxx,No More [feat. O.N.E.] (Amended Album Version),bc,version,0
Freaxxx,No More [feat. O.N.E.] (Amended Album Version),bc,e,0
Freaxxx,No More [feat. O.N.E.] (Amended Album Version),bc,n,0
Freaxxx,No More [feat. O.N.E.] (Amended Album Version),bc,feat,0
Freaxxx,No More [feat. O.N.E.] (Amended Album Version),bc,skinny,0
Freaxxx,Intro,bc,intro,0
Freaxxx,Deck My Balls,bc,deck,0
Freaxxx,Deck My Balls,bc,balls,0
Freaxxx,Deck My Balls,bc,colt,0
Freaxxx,Deck My Balls,bc,christmas,0
Freaxxx,Put Your Hands Up (Piano Funk Dub),bc,piano,0
Freaxxx,Put Your Hands Up (Piano Funk Dub),bc,funk,0
Freaxxx,Put Your Hands Up (Piano Funk Dub),bc,dub,0
Freaxxx,Put Your Hands Up (Piano Funk Dub),bc,put,0
Freaxxx,Put Your Hands Up (Piano Funk Dub),bc,hands,0
Freaxxx,Put Your Hands Up (Piano Funk Dub),bc,put,0
Freaxxx,Put Your Hands Up (Piano Funk Dub),bc,hands,0
Freaxxx,Le Jardin d'Hiver,bc,winter,0
Freaxxx,Le Jardin d'Hiver,bc,garden,0
Freaxxx,Le Jardin d'Hiver,bc,smile,0
Freaxxx,Steppin' It Up,bc,analogue,0
Freaxxx,Good Grief (Album Version),bc,good,0
Freaxxx,Good Grief (Album Version),bc,grief,0
Freaxxx,Good Grief (Album Version),bc,album,0
Freaxxx,Good Grief (Album Version),bc,version,0
Freaxxx,Good Grief (Album Version),bc,gongs,0
Freaxxx,Good Grief (Album Version),bc,east,0
Freaxxx,16 Candles,bc,candles,0
Freaxxx,16 Candles,bc,candles,0
Freaxxx,In Space,bc,space,0
Freaxxx,In Space,bc,melody,0
Freaxxx,It's Your Life (Album),bc,life,0
Freaxxx,It's Your Life (Album),bc,album,0
Freaxxx,It's Your Life (Album),bc,paper,0
Freaxxx,It's Your Life (Album),bc,heart,0
Freaxxx,Booty Meat,bc,booty,0
Freaxxx,Booty Meat,bc,meat,0
Somebody To Love,Up Up & Away,somebody,away,0
Somebody To Love,Up Up & Away,somebody,moon,0.5333333333333333
Somebody To Love,Up Up & Away,somebody,man,0.75
Somebody To Love,Up Up & Away,somebody,end,0.46153846153846156
Somebody To Love,Up Up & Away,somebody,day,0.2222222222222222
Somebody To Love,Up Up & Away,love,away,0
Somebody To Love,Up Up & Away,love,moon,0.13333333333333333
Somebody To Love,Up Up & Away,love,man,0.15384615384615385
Somebody To Love,Up Up & Away,love,end,0.14285714285714285
Somebody To Love,Up Up & Away,love,day,0.3333333333333333
Somebody To Love,Up Up & Away,worlds,away,0
Somebody To Love,Up Up & Away,worlds,moon,0.7142857142857143
Somebody To Love,Up Up & Away,worlds,man,0.5333333333333333
Somebody To Love,Up Up & Away,worlds,end,0.46153846153846156
Somebody To Love,Up Up & Away,worlds,day,0.18181818181818182
Somebody To Love,Welk,somebody,pains,0.16666666666666666
Somebody To Love,Welk,love,pains,0.26666666666666666
Somebody To Love,Welk,worlds,pains,0.14285714285714285
Somebody To Love,Good Morning Little School Girl,somebody,good,0.18181818181818182
Somebody To Love,Good Morning Little School Girl,somebody,morning,0.2
Somebody To Love,Good Morning Little School Girl,somebody,little,0.2
Somebody To Love,Good Morning Little School Girl,somebody,school,0.16666666666666666
Somebody To Love,Good Morning Little School Girl,somebody,girl,0.7058823529411765
Somebody To Love,Good Morning Little School Girl,somebody,johnny,0.631578947368421
Somebody To Love,Good Morning Little School Girl,somebody,winter,0.18181818181818182
Somebody To Love,Good Morning Little School Girl,love,good,0.42857142857142855
Somebody To Love,Good Morning Little School Girl,love,morning,0.3076923076923077
Somebody To Love,Good Morning Little School Girl,love,little,0.3076923076923077
Somebody To Love,Good Morning Little School Girl,love,school,0.26666666666666666
Somebody To Love,Good Morning Little School Girl,love,girl,0.14285714285714285
Somebody To Love,Good Morning Little School Girl,love,johnny,0.125
Somebody To Love,Good Morning Little School Girl,love,winter,0.2857142857142857
Somebody To Love,Good Morning Little School Girl,worlds,good,0.15384615384615385
Somebody To Love,Good Morning Little School Girl,worlds,morning,0.16666666666666666
Somebody To Love,Good Morning Little School Girl,worlds,little,0.16666666666666666
Somebody To Love,Good Morning Little School Girl,worlds,school,0.14285714285714285
Somebody To Love,Good Morning Little School Girl,worlds,girl,0.5
Somebody To Love,Good Morning Little School Girl,worlds,johnny,0.4444444444444444
Somebody To Love,Good Morning Little School Girl,worlds,winter,0.15384615384615385
Somebody To Love,The eyes of medusa,somebody,medusa,0.125
Somebody To Love,The eyes of medusa,somebody,eyes,0.16666666666666666
Somebody To Love,The eyes of medusa,somebody,divine,0.15384615384615385
Somebody To Love,The eyes of medusa,somebody,wings,0.16666666666666666
Somebody To Love,The eyes of medusa,somebody,tragedy,0.16666666666666666
Somebody To Love,The eyes of medusa,love,medusa,0.21052631578947367
Somebody To Love,The eyes of medusa,love,eyes,0.26666666666666666
Somebody To Love,The eyes of medusa,love,divine,0.25
Somebody To Love,The eyes of medusa,love,wings,0.26666666666666666
Somebody To Love,The eyes of medusa,love,tragedy,0.26666666666666666
Somebody To Love,The eyes of medusa,worlds,medusa,0.1111111111111111
Somebody To Love,The eyes of medusa,worlds,eyes,0.14285714285714285
Somebody To Love,The eyes of medusa,worlds,divine,0.13333333333333333
Somebody To Love,The eyes of medusa,worlds,wings,0.14285714285714285
Somebody To Love,The eyes of medusa,worlds,tragedy,0.14285714285714285
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,digital,0
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,xvii,0.16666666666666666
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,art,0.5714285714285714
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,solo,0.18181818181818182
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,organ,0.4
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,concertos,0.18181818181818182
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,vivaldi,0.631578947368421
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,j,0.18181818181818182
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,fugue,0.15384615384615385
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,bach,0.631578947368421
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,somebody,art,0.5714285714285714
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,digital,0
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,xvii,0.26666666666666666
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,art,0.14285714285714285
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,solo,0.2857142857142857
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,organ,0.15384615384615385
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,concertos,0.2857142857142857
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,vivaldi,0.125
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,j,0.2857142857142857
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,fugue,0.5
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,bach,0.125
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,love,art,0.14285714285714285
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,worlds,digital,0
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,worlds,xvii,0.14285714285714285
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,worlds,art,0.6153846153846154
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,worlds,solo,0.15384615384615385
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,worlds,organ,0.3333333333333333
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,worlds,concertos,0.15384615384615385
Somebody To Love,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,worlds,vivaldi,0.4444444444444444
