the_first_song,the_second_song,word1,word2,result
Permanently Lonely,Move Along,permanently,move,0
Permanently Lonely,Move Along,permanently,along,0
Permanently Lonely,Move Along,permanently,move,0
Permanently Lonely,Move Along,permanently,along,0
Permanently Lonely,Move Along,lonely,move,0
Permanently Lonely,Move Along,lonely,along,0
Permanently Lonely,Move Along,lonely,move,0
Permanently Lonely,Move Along,lonely,along,0
Permanently Lonely,The Ballad of Michael Valentine,permanently,michael,0
Permanently Lonely,The Ballad of Michael Valentine,permanently,valentine,0
Permanently Lonely,The Ballad of Michael Valentine,permanently,ballad,0
Permanently Lonely,The Ballad of Michael Valentine,permanently,sawdust,0
Permanently Lonely,The Ballad of Michael Valentine,lonely,michael,0
Permanently Lonely,The Ballad of Michael Valentine,lonely,valentine,0
Permanently Lonely,The Ballad of Michael Valentine,lonely,ballad,0
Permanently Lonely,The Ballad of Michael Valentine,lonely,sawdust,0
Permanently Lonely,Lucky (Album Version),permanently,album,0
Permanently Lonely,Lucky (Album Version),permanently,version,0
Permanently Lonely,Lucky (Album Version),permanently,lucky,0
Permanently Lonely,Lucky (Album Version),permanently,steal,0
Permanently Lonely,Lucky (Album Version),permanently,things,0
Permanently Lonely,Lucky (Album Version),permanently,sing,0
Permanently Lonely,Lucky (Album Version),permanently,dance,0
Permanently Lonely,Lucky (Album Version),lonely,album,0
Permanently Lonely,Lucky (Album Version),lonely,version,0
Permanently Lonely,Lucky (Album Version),lonely,lucky,0
Permanently Lonely,Lucky (Album Version),lonely,steal,0
Permanently Lonely,Lucky (Album Version),lonely,things,0
Permanently Lonely,Lucky (Album Version),lonely,sing,0
Permanently Lonely,Lucky (Album Version),lonely,dance,0
Permanently Lonely,Gan Haedden (Edden),permanently,gan,0
Permanently Lonely,Gan Haedden (Edden),permanently,move,0
Permanently Lonely,Gan Haedden (Edden),lonely,gan,0
Permanently Lonely,Gan Haedden (Edden),lonely,move,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,digital,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,medley,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,home,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,closer,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,captain,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,grand,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,funk,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,railroad,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,greatest,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),permanently,hits,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,digital,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,medley,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,home,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,closer,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,captain,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,grand,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,funk,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,railroad,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,greatest,0
Permanently Lonely,I'm Your Captain/Closer To Home (Medley) (2002 Digital Remaster),lonely,hits,0
Permanently Lonely,Exploration,permanently,exploration,0
Permanently Lonely,Exploration,lonely,exploration,0
Permanently Lonely,Somebody To Love,permanently,somebody,0
Permanently Lonely,Somebody To Love,permanently,love,0
Permanently Lonely,Somebody To Love,permanently,worlds,0
Permanently Lonely,Somebody To Love,lonely,somebody,0
Permanently Lonely,Somebody To Love,lonely,love,0
Permanently Lonely,Somebody To Love,lonely,worlds,0
Permanently Lonely,Wind Farm,permanently,wind,0
Permanently Lonely,Wind Farm,permanently,farm,0
Permanently Lonely,Wind Farm,permanently,better,0
Permanently Lonely,Wind Farm,permanently,late,0
Permanently Lonely,Wind Farm,permanently,never,0
Permanently Lonely,Wind Farm,lonely,wind,0
Permanently Lonely,Wind Farm,lonely,farm,0
Permanently Lonely,Wind Farm,lonely,better,0
Permanently Lonely,Wind Farm,lonely,late,0
Permanently Lonely,Wind Farm,lonely,never,0
Permanently Lonely,How Long,permanently,long,0
Permanently Lonely,How Long,permanently,stanley,0
Permanently Lonely,How Long,lonely,long,0
Permanently Lonely,How Long,lonely,stanley,0
Permanently Lonely,Marrakech,permanently,marrakech,0
Permanently Lonely,Marrakech,permanently,silence,0
Permanently Lonely,Marrakech,lonely,marrakech,0
Permanently Lonely,Marrakech,lonely,silence,0
Permanently Lonely,Already Gone,permanently,already,0
Permanently Lonely,Already Gone,permanently,gone,0
Permanently Lonely,Already Gone,permanently,ever,0
Permanently Lonely,Already Gone,permanently,wanted,0
Permanently Lonely,Already Gone,lonely,already,0
Permanently Lonely,Already Gone,lonely,gone,0
Permanently Lonely,Already Gone,lonely,ever,0
Permanently Lonely,Already Gone,lonely,wanted,0
Permanently Lonely,Sehr kosmisch,permanently,cosmic,0
Permanently Lonely,Sehr kosmisch,permanently,music,0
Permanently Lonely,Sehr kosmisch,lonely,cosmic,0
Permanently Lonely,Sehr kosmisch,lonely,music,0
Permanently Lonely,Señorita,permanently,miss,0
Permanently Lonely,Señorita,permanently,justified,0
Permanently Lonely,Señorita,lonely,miss,0
Permanently Lonely,Señorita,lonely,justified,0
Permanently Lonely,Good Life,permanently,good,0
Permanently Lonely,Good Life,permanently,life,0
Permanently Lonely,Good Life,permanently,graduation,0
Permanently Lonely,Good Life,lonely,good,0
Permanently Lonely,Good Life,lonely,life,0
Permanently Lonely,Good Life,lonely,graduation,0
Permanently Lonely,Battleship Grey,permanently,battleship,0
Permanently Lonely,Battleship Grey,permanently,grey,0
Permanently Lonely,Battleship Grey,permanently,message,0
Permanently Lonely,Battleship Grey,lonely,battleship,0
Permanently Lonely,Battleship Grey,lonely,grey,0
Permanently Lonely,Battleship Grey,lonely,message,0
Permanently Lonely,The Beat Goes On,permanently,beat,0
Permanently Lonely,The Beat Goes On,permanently,goes,0
Permanently Lonely,The Beat Goes On,permanently,digital,0
Permanently Lonely,The Beat Goes On,permanently,deluxe,0
Permanently Lonely,The Beat Goes On,permanently,version,0
Permanently Lonely,The Beat Goes On,permanently,baby,0
Permanently Lonely,The Beat Goes On,permanently,one,0
Permanently Lonely,The Beat Goes On,permanently,time,0
Permanently Lonely,The Beat Goes On,lonely,beat,0
Permanently Lonely,The Beat Goes On,lonely,goes,0
Permanently Lonely,The Beat Goes On,lonely,digital,0
Permanently Lonely,The Beat Goes On,lonely,deluxe,0
Permanently Lonely,The Beat Goes On,lonely,version,0
Permanently Lonely,The Beat Goes On,lonely,baby,0
Permanently Lonely,The Beat Goes On,lonely,one,0
Permanently Lonely,The Beat Goes On,lonely,time,0
Permanently Lonely,Karma Police,permanently,karma,0
Permanently Lonely,Karma Police,permanently,police,0
Permanently Lonely,Karma Police,permanently,ok,0
Permanently Lonely,Karma Police,permanently,computer,0
Permanently Lonely,Karma Police,permanently,edition,0
Permanently Lonely,Karma Police,permanently,collector,0
Permanently Lonely,Karma Police,lonely,karma,0
Permanently Lonely,Karma Police,lonely,police,0
Permanently Lonely,Karma Police,lonely,ok,0
Permanently Lonely,Karma Police,lonely,computer,0
Permanently Lonely,Karma Police,lonely,edition,0
Permanently Lonely,Karma Police,lonely,collector,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),permanently,max,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),permanently,radio,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),permanently,edit,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),permanently,catch,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),permanently,baby,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),permanently,catch,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),permanently,baby,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),lonely,max,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),lonely,radio,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),lonely,edit,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),lonely,catch,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),lonely,baby,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),lonely,catch,0
Permanently Lonely,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),lonely,baby,0
Permanently Lonely,Love Is A Losing Game,permanently,losing,0
Permanently Lonely,Love Is A Losing Game,permanently,game,0
Permanently Lonely,Love Is A Losing Game,permanently,love,0
Permanently Lonely,Love Is A Losing Game,permanently,black,0
Permanently Lonely,Love Is A Losing Game,permanently,back,0
Permanently Lonely,Love Is A Losing Game,lonely,losing,0
Permanently Lonely,Love Is A Losing Game,lonely,game,0
Permanently Lonely,Love Is A Losing Game,lonely,love,0
Permanently Lonely,Love Is A Losing Game,lonely,black,0
Permanently Lonely,Love Is A Losing Game,lonely,back,0
Permanently Lonely,Sous le soleil,permanently,sun,0
Permanently Lonely,Sous le soleil,permanently,urban,0
Permanently Lonely,Sous le soleil,permanently,chill,0
Permanently Lonely,Sous le soleil,lonely,sun,0
Permanently Lonely,Sous le soleil,lonely,urban,0
Permanently Lonely,Sous le soleil,lonely,chill,0
Permanently Lonely,Video Girl,permanently,video,0
Permanently Lonely,Video Girl,permanently,girl,0
Permanently Lonely,Video Girl,permanently,little,0
Permanently Lonely,Video Girl,permanently,bit,0
Permanently Lonely,Video Girl,permanently,longer,0
Permanently Lonely,Video Girl,lonely,video,0
Permanently Lonely,Video Girl,lonely,girl,0
Permanently Lonely,Video Girl,lonely,little,0
Permanently Lonely,Video Girl,lonely,bit,0
Permanently Lonely,Video Girl,lonely,longer,0
Permanently Lonely,The Scientist,permanently,scientist,0
Permanently Lonely,The Scientist,permanently,scientist,0
Permanently Lonely,The Scientist,lonely,scientist,0
Permanently Lonely,The Scientist,lonely,scientist,0
Permanently Lonely,See You Again,permanently,see,0
Permanently Lonely,See You Again,permanently,see,0
Permanently Lonely,See You Again,lonely,see,0
Permanently Lonely,See You Again,lonely,see,0
Permanently Lonely,Check On It,permanently,check,0
Permanently Lonely,Check On It,permanently,check,0
Permanently Lonely,Check On It,lonely,check,0
Permanently Lonely,Check On It,lonely,check,0
Permanently Lonely,Good Girl Gone Bad,permanently,good,0
Permanently Lonely,Good Girl Gone Bad,permanently,girl,0
Permanently Lonely,Good Girl Gone Bad,permanently,gone,0
Permanently Lonely,Good Girl Gone Bad,permanently,bad,0
Permanently Lonely,Good Girl Gone Bad,permanently,good,0
Permanently Lonely,Good Girl Gone Bad,permanently,girl,0
Permanently Lonely,Good Girl Gone Bad,permanently,gone,0
Permanently Lonely,Good Girl Gone Bad,permanently,bad,0
Permanently Lonely,Good Girl Gone Bad,permanently,reloaded,0
Permanently Lonely,Good Girl Gone Bad,lonely,good,0
Permanently Lonely,Good Girl Gone Bad,lonely,girl,0
Permanently Lonely,Good Girl Gone Bad,lonely,gone,0
Permanently Lonely,Good Girl Gone Bad,lonely,bad,0
Permanently Lonely,Good Girl Gone Bad,lonely,good,0
Permanently Lonely,Good Girl Gone Bad,lonely,girl,0
Permanently Lonely,Good Girl Gone Bad,lonely,gone,0
Permanently Lonely,Good Girl Gone Bad,lonely,bad,0
Permanently Lonely,Good Girl Gone Bad,lonely,reloaded,0
Permanently Lonely,Tired Of Being Sorry,permanently,tired,0
Permanently Lonely,Tired Of Being Sorry,permanently,sorry,0
Permanently Lonely,Tired Of Being Sorry,permanently,insomniac,0
Permanently Lonely,Tired Of Being Sorry,lonely,tired,0
Permanently Lonely,Tired Of Being Sorry,lonely,sorry,0
Permanently Lonely,Tired Of Being Sorry,lonely,insomniac,0
Permanently Lonely,Champion,permanently,champion,0
Permanently Lonely,Champion,permanently,graduation,0
Permanently Lonely,Champion,lonely,champion,0
Permanently Lonely,Champion,lonely,graduation,0
Permanently Lonely,In The Dark (ft. Christian Burns),permanently,christian,0
