song_name,song_release,song_artist,listen_time
Campo Minado,Nova Bis-Tihuana,Tihuana,3
Por quererte,40:04,Efecto Mariposa,5
The Goonies 'R' Good Enough,Collections,Cyndi Lauper,1
Dolphin Dance,Wood,Brian Bromberg,1
Soy Hijo Del Siboney,A Man And His Music,Johnny Pacheco,1
La Yegua,Al Mil Por Uno,Chuy Chavez,2
No Encontraras Quien Te Haga el Amor Como Yo,El Sentimiento del Latino En Nueva York,Angel Canales,1
Waiting For Your Love To Come Down (Susan Ashton Album Version),So Far...The Best Of Susan Ashton,Susan Ashton,1
I Hear A Melody,My Aim Is True,Elvis Costello,1
Possessed,Early Plague Years,Thinking Plague,2
We Are Failing,Langford - Part One,The Payolas,5
I Don't Know,Come Together,Third Day,1
Supreme Balloon,Supreme Balloon,Matmos,1
Guerrilla Monsoon Rap,Quality,Talib Kweli / Pharoahe Monch / Black Thought,4
Slippery People (Live) (1999 Digital Remaster),Stop Making Sense,Talking Heads,1
Brimful Of Asha - The Norman Cook Remix (Single Version),Brimful Of Asha,Cornershop,1
Si La Nieve,Tierra De Nadie,Hevia,1
Love Story,Embers,Nadia Ali,1
Chase the Devil,La Musique de Paris Dernière 7,Cocoon,1
Seven,Seven,Fever Ray,3
Pure Morning (Album Version),Without You I'm Nothing,Placebo,3
Sweet Hour Of Prayer (Album Version),You Are My Sunshine,Cyrus Chestnut,1
L.E.S. Artistes,17 Again - Music From The Motion Picture,Santogold,1
Time Requiem,Time Requiem,Time Requiem,1
What It Is,What It Is,Pride Tiger,2
This Time Darlin',Somewhere Between Heaven And Hell,Social Distortion,1
I.R.S.,Chinese Democracy,Guns N' Roses,2
A Second Opinion,Red of Tooth & Claw,Murder By Death,5
Que voy a hacer con mi amor,Alejandro Fernandez 15 Años De Exitos,Alejandro Fernandez,7
Es Mus Sein,Want One,Rufus Wainwright,1
Fremmedlegionær,Go,Love Shop,1
Yeah!,Confessions,Usher Featuring Lil' Jon & Ludacris,2
Proceed,Do You Want More?!!!??!,The Roots,2
Mira,Blue Bossa,Andrew Hill,1
Wood Beez,Cupid And Psyche '85,Scritti Politti,1
Unknown,No Name Face,Lifehouse,2
The Jody Grind (20 Bit Mastering),The Very Best,Horace Silver,4
No More Blue Horizons,Difficult Shapes And Passive Rhythms Some People Think Etc,China Crisis,1
The Vagabond,10 000 Hz Legend,Air,1
Prelude 12/21,DECEMBERUNDERGROUND,AFI,1
Daydream,Progression Progressed (The Remixes),Markus Schulz,3
God,Speakerboxxx/The Love Below,OutKast,3
Aprender A Olvidar,Coleccion Suprema Plus- El Coyote Y Su Banda Tierra Santa,El Coyote Y Su Banda,2
Kiss Kiss Bang Bang (Intro) (Spoken intro),Alive & Unplugged at the Ark,Stewart Francke,3
Por Amarte Así,Fenomenal,Rey Ruiz,1
Symphony No. 39 in E flat major K543: IV.     Allegro,Beethoven Symphony No.3 / Mozart: Symphony No.39,Scottish Chamber Orchestra/Jukka-Pekka Saraste,7
DopeFiends Lullaby,Untouchable,Mac Mall,6
Origin,Reunion,Gary Burton,1
Opus De Funk,Horace Silver Trio,Horace Silver,1
Where You At?,Special Delivery,Tito Puente,1
Härliga sommardag,Guldkorn,Family Four,7
Ask About Me (Explicit),War & Peace Vol. 1 (The War Disc),Ice Cube,1
No Way Out (Album Version),Gasoline,Theory Of A Deadman,1
Calendar,Fall Sounds,Velour 100,1
I Can't Dance,Best Rock Anthems.....Ever!,Genesis,1
I Remember You,Jazz Progressions,Horace Silver,2
Splishy Splashy,Sea Sew,Lisa Hannigan,2
Can't Get Enough,In Concert: Merchants Of Cool,Bad Company,1
RAJAT,Rumat Sävelet,Hassisen Kone,3
How About You,Horace Silver Trio,Horace Silver,1
I'm Gonna Make You Mine,The Definitive Love Collection,Lou Christie,1
Make It Good,Introducing Duke Pearson's Big Band,Duke Pearson,1
Manolo,En Un Rincon Del Alma,Alberto Cortez,1
Blue Bossa,Wood II,Brian Bromberg,1
Deepest Blue,Ministry of Sound Presents Chilled Sessions,Deepest Blue,1
Untouchables,The Streetsweeper Vol. 2 - The Pain From The Game,DJ KAYSLAY featuring Prodigy_ Raekwon and AZ,2
Slackers On A Beach,The Lemonade Ocean,I Was A Teenage Satan Worshipper,2
Christmas Present,Hello_ good friend.,The Rocket Summer,1
Push,The Head On The Door,The Cure,1
I'll Be Around,Definitive Soul: Spinners,Spinners,1
Portrait Of Tracy,Jaco,Brian Bromberg,1
All By Myself,The Collector's Series Volume One,Céline Dion,6
Big Girl Now,The Block,New Kids On The Block / Lady GaGa,1
Nuclear Burn,Unorthodox Behaviour,Brand X,1
Crown Him,Known By the Scars,Michael Card,2
Temptation's Big Blue Eyes,Difficult Shapes And Passive Rhythms Some People Think Etc,China Crisis,2
Dust N' Bones,Live Era '87-'93,Guns N' Roses,7
Haunted Graffiti,The Doldrums,Ariel Pink's Haunted Graffiti,1
Guaranteed,The Platform,Dilated Peoples,1
Early Soundz,Album Sampler,Showtek,1
The Preacher,The Best Of Horace Silver,Horace Silver,1
It's All Coming Back To Me Now,Original Sin,Pandora's Box,7
Leave Me Alone,Revolver,Revolver (France),1
Conant Gardens,Fantastic Vol. 2.10,Slum Village,1
Mindrevolutions,Mindrevolutions,Kaipa,1
Red,Ninety Pound Wuss,Ninety Pound Wuss,7
I Fucked Up Air Miami,I Fucked Up Types of Wood,Whirlwind Heat,1
Trinidad To Miami,Progression Progressed (The Remixes),Markus Schulz,4
What,Eve-olution,Eve / Truth Hurts,5
Relegate the Judge,Live Gasometer 2009,Amity in fame,5
Wildflowers (Album Version),Wildflowers,Tom Petty,2
The Screamin' Cat,The Screaming Cat,Omar & The Howlers,4
We Still Fight,Perseverance,Hatebreed,2
Shut Up (Let's Play House Album Version),Let's Play House,The Cootees,2
Senza Una Donna (Without A Woman),Drivetime Triple Set,Zucchero / Paul Young,1
Dile,DIle/Provocandome/Intocable,Don Omar,1
For What It's Worth,The Best Of Buffalo Springfield: Retrospective,Buffalo Springfield,1
