song_name,song_release,song_artist,listen_time
Emerald Eyes,Seven Worlds,Eric Johnson,2
The Queen of Nothing,Xs On Your Eyes,+ / - {Plus/Minus},3
Kid A,Kid A,Radiohead,1
Six Days,The Private Press,DJ Shadow,1
Cada Noche un Amor,Mi Sueño,Ibrahim Ferrer,4
Baby Boy [feat. Beyonce],Dutty Rock,Sean Paul,1
Mascara Lies,Gone Ain't Gone,Tim Fite,3
Sister Golden Hair,Here & Now,America,1
Copla Guajira,Mi Sueño,Ibrahim Ferrer,2
Endless Love,Ultimate Collection (Back To Front),Lionel Richie / Diana Ross,6
Dos días en la vida,El Amor Después del Amor,Fito Paez,1
Grow Up and Blow Away,Grow Up and Blow Away,Metric,6
Optimistic,Strung Out On Kid A:  String Quartet Tribute to Radiohead,Radiohead Tribute,3
Some Unholy War,Frank & Back to Black,Amy Winehouse,3
Estoy Aquí,The Remixes,Shakira,1
Las Calaveras,The Latin Brothers - Gratest Hits,The Latin Brothers,1
Jesse,The Greatest Hits,Grandmaster Flash & The Furious Five,1
Suddenly,Suddenly,Gala,16
Big Big Love (Fig .2),Antidotes,Foals,1
Coçando,Hein?,Ana Cañas,13
Skärmarbrink,Söder Om Kärleken,Sofia Karlsson,1
Pal-Yat-Chee,Fool Moon,The Red Clay Ramblers,15
I Still Can See An Outside World,Sisterworld,Liars,1
Superstition,Keep On Your Mean Side,The Kills,1
Reality Of Emptiness,The Death Campaign Project,Officer Negative,1
Holes To Heaven,On and On,Jack Johnson,1
Me & Mr Jones,Me & Mr Jones,Amy Winehouse,4
El diablo de tu corazón,Rey Sol,Fito Paez,2
Poke,The Midnight Organ Fight,Frightened Rabbit,1
Genesis Ch. 1. V. 32,I Robot,The Alan Parsons Project,1
La rueda mágica,El Amor Después del Amor,Fito Paez,1
La Noyée,Amelie From Montmartre,Yann Tiersen,6
Love Is A Losing Game,Frank & Back to Black,Amy Winehouse,1
Do the whirlwind,Kitsuné Maison Compilation,Architecture In Helsinki,1
Convergencia,Mi Sueño,Ibrahim Ferrer,1
La Dispute,Amelie From Montmartre,Yann Tiersen,4
Out Of My Depth,Songs From An American Movie_ Vol. Two: Good Time For A Bad Attitude,Everclear,1
Third Party,Moving On,Unter Null,1
I Miss You So,Love Scenes,Diana Krall,1
Dos Almas,Mi Sueño,Ibrahim Ferrer,2
Zero tolerance,Live in L.A. Death & Raw,DEATH,1
Addicted,Back To Black,Amy Winehouse,2
Done 4 Me,B.A.R.S. The Barry Adrian Reese Story,Cassidy,1
Melodía del Río,Mi Sueño,Ibrahim Ferrer,2
Sanctify Yourself,Glittering Prize 81/92,Simple Minds,1
The Rose,The Best Bette,Bette Midler,2
Prófugos,Me Verás Volver (Hits & Más),Soda Stereo,1
Shake A Tail Feather,Chicken Little Original Soundtrack (English Version),The Cheetah Girls,1
Valhalla,Live in Rutland_ VT 01.06.2005,Assembly of Dust,1
Meteor,Ray Guns Are Not Just The Future,the bird and the bee,1
Breakout A-Town,Julie Ruin,Julie Ruin,5
Quizás_ Quizás,Mi Sueño,Ibrahim Ferrer,14
Quiéreme Mucho,Mi Sueño,Ibrahim Ferrer,7
All Fires,Beast Moans,Swan Lake,1
Sleepyhead,Manners,Passion Pit,1
Kashmir,No Quarter,Jimmy Page / Robert Plant,1
There's a Better Way,Twenty Year Blues,The Nashville Bluegrass Band,1
Uno,Mi Sueño,Ibrahim Ferrer,3
I Before E Except After C (2008 Digital Remaster),In Your Room,Yazoo,1
Alma Libre,Mi Sueño,Ibrahim Ferrer,10
Octavo Día,Shakira MTV Unplugged,Shakira,2
Engwish Bwudd,Six Demon Bag,Man Man,3
What's Up?,Total 90s,4 Non Blondes,2
Kill The King,Intermission,STRATOVARIUS,1
Pojo Pojo,Café Del Mar: Volumen Cinco y Seis,Cyberfit,1
Love Of My Life (1993 Digital Remaster),A Night At The Opera,Queen,4
Perhaps_ Perhaps_ Perhaps,The Very Best Of,Lila Downs,6
Who's Real,The Last Kiss,Jadakiss / Swizz Beatz / OJ Da Juiceman,2
Trane's Blues (aka John Paul Jones) (Instrumental),Essential,Paul Chambers With John Coltrane,1
La Valse D'Amélie (Version Piano),Amelie From Montmartre,Yann Tiersen,6
Le Moulin,Amelie From Montmartre,Yann Tiersen,5
One More Night,Hits,Phil Collins,2
Just Friends,Back To Black,Amy Winehouse,1
Hands Up,Hell Train,Soltero,1
I'm Not Waiting,Call the Doctor,Sleater-kinney,1
Out in the Cold,Go!,The Primary 5,1
Te Conozco Desde Siempre,Gracias (1997-2007),Malu,4
