song_name,song_release,song_artist,listen_time
On The Other Hand (Album Version),Storms Of Life,Randy Travis,1
It's Me I'm Worried About,Old Things New,Joe Nichols,1
Goodbye Time (Album Version),Blake Shelton's Barn And Grill,Blake Shelton,1
Twentytwofourteen,In A Safe Place,The Album Leaf,2
The One,Alright Guy,Gary Allan,1
Rebels Without a Clue,Greatest Hits Volume 3: Deluxe Edition,Bellamy Brothers,1
Right Where I Need To Be,Greatest Hits,Gary Allan,1
She Only Smokes When She Drinks,Man With A Memory,Joe Nichols,1
Another Side Of You,Real Things,Joe Nichols,1
Songs About Rain,Greatest Hits,Gary Allan,1
It Would Be You,Greatest Hits,Gary Allan,1
Me & U,Chilled R&B Volume II,Cassie Feat. Diddy & Yung Joc,1
Come Around,My Holiday,Mindy Smith,1
Always The Love Songs,Jet Black & Jealous,Eli Young Band,1
War Start,Mr. Lex,Lexxus,2
Voices On A String (Album Version),Kill The House Lights,Thursday,1
