song_name,song_release,song_artist,listen_time
Talk Show Host,Blockbuster Movie Hits,Radiohead,7
Always Where I Need To Be,Always Where I Need To Be,The Kooks,1
Victim Of The Crime,Everything Is Everything,Phoenix,1
A Window,Pet Grief,The Radio Dept.,1
Bad Sneakers,The Very Best Of Steely Dan,Steely Dan,1
This One,Joy And Blues,Ziggy Marley And The Melody Makers,6
Olio,Echoes,The Rapture,1
Through The Hosiery,Crystal Castles,Crystal Castles,1
The Coming Of Spring,Echoes,The Rapture,1
We're Looking For A Lot Of Love,Made In The Dark,Hot Chip,1
I Stand Corrected (Album),Vampire Weekend,Vampire Weekend,6
I Think I Like It,Wax:On Compilation Series Vol 1,Fake Blood,2
Keep The Car Running,Neon Bible,Arcade Fire,2
Can You Tell,Can You Tell,Ra Ra Riot,1
Men Who Love Women Who Love Men,Live Wire,Steve Goodman,3
Alice Practise,Camden Crawl 2008,Crystal Castles,2
Uncle Mountain (Album Version),The Fire Theft,The Fire Theft,1
Ghost World,Bachelor No. 2,Aimee Mann,1
They Might Follow You,Tiny Vipers,Tiny Vipers,1
Last Day Of Our Love,One Too Many Hearts,the bird and the bee,1
Fifths (Original Mix),Hi-Bias: Miami Mix 2010 House Essentials,Deadmau5,1
Walking,Visiter,The Dodos,2
Radio Kaliningrad (Album),Face Control,Handsome Furs,1
Swedenborgske Rom,What We Must,Jaga Jazzist,1
Ghost Under Rocks,The Rhumb Line,Ra Ra Riot,1
Campus (Album),Vampire Weekend,Vampire Weekend,1
So Cold,Breaking Benjamin_ The String Quartet Tribute to,Vitamin String Quartet,1
The Witching Hour,Gemini,Wild Nothing,1
Going Down,A Living Room Hush,Jaga Jazzist,1
Ostrich,A Balloon Called Moaning,The Joy Formidable,1
Knights,Crystal Castles,Crystal Castles,1
Lost And Found,Lesser Matters,The Radio Dept.,1
She's Got You High,She's Got You High,Mumm-Ra,4
Slottet#2,Lesser Matters,The Radio Dept.,1
Give It Up (Kissy Sell Out's 4x4 Cello Mix),Give It Up - EP,Datarock,1
Paint The Rust,Visiter,The Dodos,1
I Love To Boogie,The T.Rex Wax Co. Singles A's & B's 1972-77,T.Rex,1
All We Want_ Baby_ Is Everything (Album),Face Control,Handsome Furs,4
Mystery And Misery (LP Version),Anyone In Love With You,Rainer Maria,1
Stars,The Bird Of Music (Bonus Track),Au Revoir Simone,2
Jade,Up From Below,Edward Sharpe & The Magnetic Zeros,4
Cry Wolf,The EMI Years,Angelic Upstarts,2
The greatest light is the greatest shade,A Balloon Called Moaning,The Joy Formidable,6
Excuses,Big Echo,The Morning Benders,4
Love And Caring,Crystal Castles,Crystal Castles,1
Fitter Happier,OK Computer (Collector's Edition),Radiohead,1
Till Dans Med Karlstadtoserna,Tung Ener,Dragesekstetten,1
Big Big Love (Fig .2),Antidotes,Foals,1
Red And Purple,Visiter,The Dodos,2
Joe's Waltz,Visiter,The Dodos,1
Kill Caustic,DECEMBERUNDERGROUND,AFI,1
World In Motion,Singles,New Order,1
Tegucigalpa (Album),The Ruminant Band,Fruit Bats,6
Simple Gifts,Classic Yo-Yo,Alison Krauss;Yo-Yo Ma,1
Touchdown (ft. Thaione Davis),Midnight Green,Modill,1
Kidnap For Suburbia (Album Version),Escape From The Sun,Operahouse,1
Anonanimal,Noble Beast,Andrew Bird,1
