song_name,song_release,song_artist,listen_time
Ebonics,The Big Picture,Big L,1
Joe Dallesandro,Jumping On Cars,Briskeby,3
Born To Roll,Sittin' On Chrome,Masta Ace Incorporated,2
The Man Who Sold The World,MTV Unplugged In New York,Nirvana,1
Learn To Fly,There Is Nothing Left To Lose,Foo Fighters,4
Hotel California,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,2
Bow Down,Bow Down,Westside Connection,1
Full Clip (Explicit),Full Clip: A Decade Of Gang Starr,Gang Starr,2
Thinking About You,Pablo Honey,Radiohead,2
White Room,I Feel Free - Ultimate Cream,Cream,1
Real Hip-Hop (Pete Rock Remix),Rhino-Hi-Five: Das EFX,Das EFX,1
The Seed (2.0),Phrenology,The Roots / Cody Chestnutt,1
You Learn (Album Version),The Collection,Alanis Morissette,1
Velvet (2006 Remastered LP Version),Mary Is Coming,Savoy,2
BUCKTOWN,DAH INSTRUMENTALZ,Smif-n-Wessun,1
What Goes Around...Comes Around,What Goes Around... Comes Around,Justin Timberlake,2
You're Not Alone,The Pop Years 1996 - 1997,Olive,2
Oh...Canada,Self Explanatory,Classified,2
Ironic (Acoustic Album Version),Jagged Little Pill Acoustic,Alanis Morissette,1
The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2
Café Del Mar,Café Del Mar,Energy 52,1
Not In Love,Crystal Castles ( II ),Crystal Castles,1
En resa,Bananer - bland annat...,Cornelis Vreeswijk,3
They Reminisce Over You (Single Version),Mecca And The Soul Brother,Pete Rock & C.L. Smooth,1
Bitter Sweet Symphony,Bitter Sweet Symphony,The Verve,1
