song_name,song_release,song_artist,listen_time
Boy's No Good,Audience Of One,Rise Against,1
Entertainment,Appeal To Reason,Rise Against,1
The Art Of Losing,The Unraveling,Rise Against,1
But Tonight We Dance,This Is Noise,Rise Against,1
Bricks,The Sufferer & The Witness,Rise Against,1
Remains Of Summer Memories,The Unraveling,Rise Against,1
Black Masks & Gasoline,Revolutions Per Minute,Rise Against,1
Behind Closed Doors,The Sufferer & The Witness,Rise Against,1
Paper Wings,Siren Song Of The Counter-Culture,Rise Against,2
Broken English,Revolutions Per Minute,Rise Against,1
Savior,Appeal To Reason,Rise Against,1
Blood To Bleed,Siren Song Of The Counter-Culture,Rise Against,1
Survive,The Sufferer & The Witness,Rise Against,1
The First Drop,Siren Song Of The Counter-Culture,Rise Against,1
Voices Off Camera,Revolutions Per Minute,Rise Against,1
