song_name,song_release,song_artist,listen_time
Lost Realist (Album Version),Lost Realist,Trapt,2
Five Against The World (Album Version),In The Wake Of Determination,Story Of The Year,1
Our Time Is Now (Album Version),In The Wake Of Determination,Story Of The Year,1
The Maiden And The Warrior,From The Redwoods To The Rockies,Russ Freeman,1
A Pain That I'm Used To (Telex Club Mix),A Pain That I'm Used To (Telex Club Mix),Depeche Mode,1
Daten-Übertragungs-Küsschen,Perlmutt,Dominik Eulberg,1
Stories (Album Version),Trapt,Trapt,1
Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,1
Opposite Of Adults,Now That's What I Call Music! 75,Chiddy Bang,17
Replay,Massive R&B Spring 2010,Iyaz,2
