song_name,song_release,song_artist,listen_time
Corazon Espinado,Supernatural,Santana featuring Mana,1
I'm Your Boogie Man,Very Best Of,KC And The Sunshine Band,2
Tradimento E Perdono,Dalla pelle al cuore,Antonello Venditti,5
The Harder I Try,80s Rewind,Brother Beyond,2
Malambo,Guitarra_ Dímelo Tu,Atahualpa Yupanqui,2
If The Kids Are United,The Very Best Of The Hersham Boys,Sham 69,1
With A Little Help From My Friends,With A Little Help From My Friends,Joe Cocker,1
Sandy,Grease,John Travolta,1
Hir_ hir_ hir,The Platinum Collection,Lisac Josipa,1
You're Only Lonely,You're Only Lonely,J.D. Souther,2
Universal Mind Control (UMC),Universal Mind Control (UMC),Common,2
Happy Children,Happy Children 2K,P.Lion,1
Family Secret,The Very Best Of,Alannah Myles,6
The Bell Jar,The Absolute Game (+ Bonus Tracks),Skids,4
Para No Verte Más,Para No Verte Más,La Mosca Tse-Tse,1
Mister Mouth,Supreme Balloon,Matmos,8
Kitty Box (Explicit Album Version),The Naked Truth,Lil' Kim,1
Dance Hall,Good News For People Who Love Bad News,Modest Mouse,5
Karma Police,OK Computer (Collector's Edition),Radiohead,1
"The Hurdy Gurdy Man (From ""Piouhgd"")",Piouhgd + Widowermaker!,Butthole Surfers,1
Oktober,Oktober,Bløf,1
YMCA,YMCA,Village People,2
I've Been Thinking About You,The Very Best Of,Londonbeat,2
Don't Go Breaking My Heart,Rock Of The Westies,Elton John / Kiki Dee,1
Manchild In The Promised Land,Dead To You,The Year of Our Lord,5
Rock The Boat,The Best of Disco,The Hues Corporation,1
Nothing's Gonna Stop Us Now,Platinum & Gold Collection,Starship,1
Temblor,Talento De Barrio,Daddy Yankee,1
Baby Love,Motown's Greatest Hits,The Supremes,1
"Symphony No. 9 in E Minor_ Op. 95_ ""From the New World"": II. Largo",The Most Romantic Classical Collection,Slovenian Radio Symphony Orchestra and Anton Nanut,1
Panama (Remastered Album Version),The Best Of Both Worlds,Van Halen,6
Dragged Out And Shot,You Had Me At Hello,Bury Your Dead,6
Fever,Jukebox-Hits (Vol. 2),Little Willie John,5
I Dreamt I Dwelt in Marble Halls,Celtic Woman Presents: A Celtic Journey,Meav Ni Mhaolchatha,5
Pablo And Andrea,Kids In The Hall Brain Candy,Yo La Tengo,1
Dance With Me,Get Funky With Me - The Best Of The TK Years,Peter Brown,3
Loca,Compilado Santiago Caliente Cumbia Chilena,Chico Trujillo,2
Make Luv (Radio Edit) (Feat. Oliver Cheatham),Original Hits - Dance,Room 5 Featuring Oliver Cheatham,1
It's Raining Men,Ultimate Summer BBQ,The Weather Girls,1
Already There,Glider,The Sight Below,5
Who Do Ya Love,Greatest Hits,KC & The Sunshine Band,1
Left to Die,Darkest Day,Obituary,5
DOMENICA DAGOSTO,BOBBY SOLO GREATEST HITS,Bobby Solo,5
Nunca Quedas Mal Con Nadie,Antologia - Su Historia Y Sus Exitos,Los Prisioneros,2
"Why? [12"" Version]",Hundreds and Thousands,Bronski Beat,1
Voy A Quitarme el Anillo (Versión Merengue),8,Gisselle,1
Time (2000 Remix),Solo,Freddie Mercury,1
Super Freak,Street Songs,Rick James,9
Last Exit,Vitalogy,Pearl Jam,1
Relax,Maximum Joy ,Frankie Goes To Hollywood,10
Too Many Broken Hearts,Big Tunes - Back 2 The 80s,Jason Donovan,1
