song_name,song_release,song_artist,listen_time
Where Would I Be?,Prolonging the Magic,Cake,3
Comfort Eagle,Comfort Eagle,Cake,3
Never There,Prolonging the Magic,Cake,3
Beautiful,Hotel,Moby,1
Carbon Monoxide,Pressure Chief,Cake,3
Guitar,Prolonging the Magic,Cake,3
Opera Singer,Comfort Eagle,Cake,4
Waiting,Pressure Chief,Cake,3
Alpha Beta Parking Lot,Prolonging the Magic,Cake,3
No Phone,Pressure Chief,Cake,3
Commissioning A Symphony In C,Comfort Eagle,Cake,4
Mexico,Prolonging the Magic,Cake,3
Mahna_ Mahna,b-sides and rarities,Cake,3
Hey Mama,Elephunk,Black Eyed Peas,10
Pretty Pink Ribbon,Comfort Eagle,Cake,4
Pop Champagne,Pray IV Reign,Jim Jones & Ron Browz featuring Juelz Santana,10
Frank Sinatra,Fashion Nugget,Cake,3
Long Line Of Cars,Comfort Eagle,Cake,3
W,Free Cloud,Perfect Stranger,5
Let Me Go,Prolonging the Magic,Cake,3
Cool Blue Reason,Prolonging the Magic,Cake,3
