song_name,song_release,song_artist,listen_time
Elegant People,The Best Of Weather Report,Weather Report,1
No Hay Nada Mas,The Ecstatic,Mos Def,4
My Freestyle,Diversité,Dub Incorporation,1
J'ai Mal Au Mic,L'amour Est Mort,Oxmo Puccino,3
Eh Connard,Entre Ciment Et Belle Etoile,Keny Arkana,1
Hammers Sitting Still (Live),Trying Hartz,Danielson,1
Stilettos [Pumps] [L.E.X. High Heels Mix Edit],Stilettos [Pumps],Crime Mob,1
Down On The Corner,Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,1
History,The Ecstatic,Mos Def / Talib Kweli,2
Jeunesse Du Monde,Entre Ciment Et Belle Etoile,Keny Arkana,1
Le Surveillant Général,Long Box,Michel Sardou,1
Visions,Diversité,Dub Incorporation,1
Surfin' Bird,Crusin' The 66,The Trashmen,1
Life In Marvelous Times,The Ecstatic,Mos Def,3
You Never Know Just How Good You've Got It,No Ordinary Man,Tracy Byrd,1
Ils Ont Peur De La Liberté,Entre Ciment Et Belle Etoile,Keny Arkana,1
The Bloody Assizes,Fried,Julian Cope,2
Refuse To Lose,Everything Is Nice: The Matador Records 10th Anniversary Anthology,Non Phixion,6
In The Flesh,The Essential Collection,Blondie,1
Blue In Green,Blue Moods,Miles Davis,1
Do We Need This?,Uno,Muse,1
Ripped To Shreds (feat. Vinnie Paz_ Celph Titled & Demoz),Army Of The Pharaohs: The Unholy Terror,Jedi Mind Tricks,1
Dead Shall Rise (feat. Demoz_ Celph Titled_ Planetary_ Reef The Lost Cauze_ Vinnie Paz & Apathy),Army Of The Pharaohs: The Unholy Terror,Jedi Mind Tricks,1
Seafarer,Light & Dark,Kate Walsh,1
Stripper Vicar,Legacy: The Best Of Mansun,Mansun,5
Life On Your Own,Hysteria,The Human League,17
On A Plain,90's Anthems,Nirvana,1
Roses,The Ecstatic,Mos Def / Georgia Anne Muldrow,3
Yesterday Once More,Love Songs,Carpenters,1
Hoping (Naughty's Couture),Hoping,Louie Austen,1
Contra Mantra (feat. Crypt The Warchild_ King Syze & Vinnie Paz),Army Of The Pharaohs: The Unholy Terror,Jedi Mind Tricks,1
Revelations,The Ecstatic,Mos Def,3
Wahid,The Ecstatic,Mos Def,3
Mama Your Boys Will Find A Home,Mama Your Boys Will Find A Home,Scissors For Lefty,8
Supermagic,The Ecstatic,Mos Def,3
Bust 'Em In (feat. Reef The Lost Cauze_ Apathy & Celph Titled),Army Of The Pharaohs: The Unholy Terror,Jedi Mind Tricks,1
Le Fardeau,Entre Ciment Et Belle Etoile,Keny Arkana,1
Flake,Brushfire Fairytales,Jack Johnson,1
Carried Out To Sea (Demo Version),Couple Tracks: Singles 2002-2009,Fucked Up,1
Entre Les Mots : Enfant De La Terre,Entre Ciment Et Belle Etoile,Keny Arkana,1
Suplex (feat. Des Devious_ Demoz_ King Syze & Vinnie Paz),Army Of The Pharaohs: The Unholy Terror,Jedi Mind Tricks,1
Sr. Libro y Sr. Calle,Un Dia En Suburbia,Nach,1
We Don't No How 2 Act,How High,Method Man / Redman,2
Sayat Nova,Moon Shines At Night,Djivan Gasparyan,1
Ciúmes Da Lua,Segredos,João Pedro Pais,1
Bonnie And Clyde,Initials SG,Brigitte Bardot / Serge Gainsbourg,1
So I Thought,Flyleaf,Flyleaf,1
Madan,Moffou,Salif Keita,1
Glamour Girl,Iguana,Louie Austen,2
Tudo Que Eu Sempre Quis,Perdas E Ganhos,Liah,2
She Moves In Her Own Way,Inside In / Inside Out,The Kooks,1
Sempre Teu Amor,Tudo Azul,Velha Guarda Da Portela,1
Cueille Ta Vie,Entre Ciment Et Belle Etoile,Keny Arkana,1
Ms. Fat Booty,Rawkus Records - Best of Decade I 1995-2005,Mos Def,1
The Invasion (Aka Black Wa Da Da),Chant Down Babylon: The Island Anthology,Burning Spear,1
Yamore,Moffou,Salif Keita / Cesária Évora,1
Emerge,#1,Fischerspooner,2
Every Time She Turns Round It's Her Birthday,Up In Flames,Caribou (formerly Dan Snaith's Manitoba),1
Ibhola Lethu (Our Football Team),The Best Of Johnny Clegg & Savuka - In My African Dream,Johnny Clegg & Savuka,7
Le Chanteur,L'Inoubliable,Daniel Balavoine,1
'Round Midnight,Discover Miles Davis,Miles Davis,1
Auditorium,The Ecstatic,Mos Def / Slick Rick,5
California Dreamin',The Best Sixties Album In The World...Ever!,The Mamas & The Papas,1
Le Missile Suit Sa Lancée,Entre Ciment Et Belle Etoile,Keny Arkana,1
Dle Yaman (Album Version),I Will Not Be Sad In This World,Djivan Gasparyan And Vachagan Avakian,1
Bring The Pain,Tical,Method Man,3
Restless,Lange Presents Intercity: Summer 2009,Oliver Smith,1
Spaz Out (feat. Apathy_ King Magnetic_ Esoteric & Celph Titled),Army Of The Pharaohs: The Unholy Terror,Jedi Mind Tricks,1
Where Did It Go Wrong,Melody,Sharleen Spiteri,1
