song_name,song_release,song_artist,listen_time
Party,Don't Forget,Demi Lovato,2
Can't Smile Without You,Ultimate Manilow,Barry Manilow,1
Naturally,Kiss & Tell,Selena Gomez & The Scene,5
Until You're Mine,Don't Forget,Demi Lovato,2
Strutter '78,Double Platinum,Kiss,11
Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,Shakira Featuring Wyclef Jean,1
Take A Chance On Me,The Definitive Collection,Abba,4
Beautiful,Just Great Love Songs,Christina Aguilera,4
Shout It Out Loud,KISS Box Set,Kiss,1
Trainwreck,Don't Forget,Demi Lovato,3
Video Girl,A Little Bit Longer,Jonas Brothers,1
Sad Movies (Make Me Cry),Women of the 60's,SUE THOMPSON,8
Get Back,Don't Forget,Demi Lovato,2
I Write The Songs,The Essential Barry Manilow,Barry Manilow,2
Gonna Get Caught,Don't Forget,Demi Lovato,2
Cold Gin,Greatest Kiss,Kiss,5
Sample Track 2,Dance & Hip Hop Breaks,Simon Harris,1
Fly To Your Heart,Tinker Bell And The Lost Treasure,Selena Gomez,5
Pump It,Pump It,Black Eyed Peas,10
Don't Forget,Don't Forget,Demi Lovato,2
On The Line,Don't Forget,Demi Lovato / Jonas Brothers,2
This Is Me,Camp Rock OST,Demi Lovato/Joe Jonas,2
It's Raining Again,Retrospectacle - The Supertramp Anthology,Supertramp,1
I Gotta Feeling (FMIF Remix Edit),One Love,Black Eyed Peas,5
Here We Go Again,Here We Go Again,Demi Lovato,2
Little Red Corvette (LP Version),The Hits/The B-Sides 3,Prince,1
Rock And Roll All Nite,Greatest Kiss,Kiss,5
I Hate Myself For Loving You,Up Your Alley,Joan Jett & The Blackhearts,1
The Middle,Don't Forget,Demi Lovato,2
Tryin' To Get The Feeling Again,Tryin' To Get The Feeling,Barry Manilow,2
Believe In Me,Don't Forget,Demi Lovato,2
Me Gustas,Secreto De Amor,Joan Sebastian,8
Lost In Love,Greatest Hits,Air Supply,1
OMG,OMG - The Remixes,Usher featuring will.i.am,6
Back It Up,Up Your Alley,Joan Jett & The Blackhearts,1
Whatcha Say,Whatcha Say,Jason Derulo,9
Everything Is Not As It Seems,Wizards Of Waverly Place,Selena Gomez,4
Lay All Your Love On Me,Super Trouper,Abba,2
