song_name,song_release,song_artist,listen_time
STARSTRUKK [FEATURINGKATYPERRY] (Explicit Bonus Version),WANT,3OH!3,1
Harder Better Faster Stronger,Discovery,Daft Punk,1
Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,1
Hey_ Soul Sister,Save Me_ San Francisco,Train,1
DONTTRUSTME [BENNYBLANCOREMIX] FEATURINGKIDCUDI (Explicit Bonus Version),WANT,3OH!3,1
Hey There Delilah,Now That's What I Call Music! 68,Plain White T's,2
Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,7
In The End (Album Version),Hybrid Theory,Linkin Park,1
OMG,OMG - The Remixes,Usher featuring will.i.am,1
Fireworks (Album),Stop,Plain White T S,4
