song_name,song_release,song_artist,listen_time
Halo,Halo,Beyoncé,1
Uprising,Uprising,Muse,2
Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,2
Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,3
Bleed It Out [Live At Milton Keynes],Road To Revolution: Live At Milton Keynes,Linkin Park,1
Clocks,A Rush Of Blood To The Head,Coldplay,2
Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,1
Hey_ Soul Sister,Save Me_ San Francisco,Train,1
Just Dance,Just Dance,Lady GaGa / Colby O'Donis,1
Sehr kosmisch,Musik von Harmonia,Harmonia,8
The Scientist,The Scientist,Coldplay,3
The Only Exception (Album Version),The Only Exception,Paramore,8
Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2
I Never Told You,Breakthrough,Colbie Caillat,4
Bulletproof,Bulletproof,La Roux,3
Sexy Bitch,Club Traxxx Summer Slammin'_ Vol. 3,DJ Dizzy,1
Bring Me To Life,Fallen,Evanescence,2
Secrets,Waking Up,OneRepublic,2
Broken,Awake,Secondhand Serenade,5
Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,3
Creep (Explicit),Pablo Honey,Radiohead,2
Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,1
Alejandro,The Fame Monster,Lady GaGa,2
Marry Me,Save Me_ San Francisco,Train,1
Heartbreak Warfare,Battle Studies,John Mayer,1
Savior,Appeal To Reason,Rise Against,2
Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,1
Drop The World,Drop The World,Lil Wayne / Eminem,1
Use Somebody,Use Somebody,Kings Of Leon,3
Fix You,X & Y,Coldplay,2
Electric Feel,The Anthems,MGMT,1
Cosmic Love,Lungs,Florence + The Machine,2
