song_name,song_release,song_artist,listen_time
Harder Better Faster Stronger,Discovery,Daft Punk,1
Like A Rolling Stone,Lucky You - Music From The Motion Picture,Bob Dylan,1
The Ballad of Michael Valentine,Sawdust,The Killers,1
Go Go Girls,Sings The Greys,Frightened Rabbit,1
They Might Follow You,Tiny Vipers,Tiny Vipers,1
Rise,Rise,Flobots,1
Mia,First Love,Emmy The Great,2
Face To Face,Discovery,Daft Punk,1
Digital Love,Ministry of Sound Presents Chilled II 1991-2009,Daft Punk,1
First Few Desperate Hours,Tallahassee,Mountain Goats,1
Around The World (Radio Edit),Musique Vol 1,Daft Punk,1
Lullaby In Three/Four,Monday Morning Cold,Erin McKeown,1
A Man/Me/Then Jim (Album Version),More Adventurous,Rilo Kiley,1
You're A Cad,Ray Guns Are Not Just The Future,the bird and the bee,17
Werewolf (on the hood of yer heartbreak),The Man in a Blue Turban with Face,Man Man,1
Sympathy,One Beat,Sleater-kinney,2
A Cautionary Song,Castaways and Cutouts,The Decemberists,3
The Sweetest Thing,My Maudlin Career,Camera Obscura,1
One More Time (Short Radio Edit),Musique Vol 1,Daft Punk,1
Nuthinduan Waltz,Music of Hair,Andrew Bird,1
The Ice Is Getting Thinner (Album Version),Narrow Stairs,Death Cab for Cutie,5
Technologic,Human After All,Daft Punk,1
Again & Again,the bird and the bee,the bird and the bee,1
Brandenburg,The Gulag Orkestar,Beirut,1
Cocoon,Castaways and Cutouts,The Decemberists,1
Engwish Bwudd,Six Demon Bag,Man Man,6
Gold Guns Girls,Fantasies,Metric,1
Aerodynamic (Daft Punk Remix),Daft Club,Daft Punk,1
Love Letter To Japan,Ray Guns Are Not Just The Future,the bird and the bee,4
Cherbourg,The Flying Club Cup,Beirut,1
Who Do You Think,Our Love To Admire,Interpol,2
Your Hand In Mine,The Earth Is Not A Cold Dead Place,Explosions In The Sky,1
Mayday!!!,Let's Hang The Landlord / MayDay,Flobots,1
Alpha Beta Gaga,Talkie Walkie,Air,1
Le Moulin,Amelie From Montmartre,Yann Tiersen,1
It's Christmas So We'll Stop (Choir Version),It's Christmas So We'll Stop,The Pretend It's December Choir,1
