song_name,song_release,song_artist,listen_time
Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,1
Sehr kosmisch,Musik von Harmonia,Harmonia,1
Finale,Anthrology: No Hit Wonders (1985-1991),Anthrax,1
Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,1
Secrets,Waking Up,OneRepublic,1
Arrasando,Thalia Con Banda Grandes Exitos,Thalia,1
Just A Feeling,Bad Manners,Bad Manners,1
I Need To Know,2000 Grammy Nominees--Pop,Marc Anthony,1
Walkabout (Album Version),One Hot Minute,Red Hot Chili Peppers,1
Amor A La Mexicana (Original Version),Amor A La Mexicana,Thalia,1
