song_name,song_release,song_artist,listen_time
Halo,Halo,Beyoncé,4
Ray Of Light (Album Version),Ray Of Light,Madonna,1
Hoy Ya Me Voy,Hoy Ya Me Voy,Kany Garcia,3
La La,Autobiography,Ashlee Simpson,1
Get It Together,Ill Communication,Beastie Boys,1
Amazing,100 R&B Classics: Original Anthems,Seal,21
Na Vi,Dino Merlin - Burek,Dino Merlin,1
Jamaica Roots II(Agora E Sempre),Nova Bis-Natiruts,Natiruts,7
You Only Live Twice (2006 Digital Remaster),The Essential Nancy Sinatra,Nancy Sinatra,1
Touch My Body,R&B Collection,Mariah Carey,1
The Visitor,The Visitor,datA,3
I'm With You,Under My Skin/Let Go,Avril Lavigne,1
Mi primer millon,Grandes Exitos,Bacilos,1
We Ride,Massive R & B - Spring 2007,Rihanna,5
Déjame Ir,Déjame Ir,PATY CANTU,6
Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2
Sehr kosmisch,Musik von Harmonia,Harmonia,7
L.E.S. Artistes,17 Again - Music From The Motion Picture,Santogold,1
Vuelve,La Historia,Ricky Martin,1
Miles Away (Album Version),Hard Candy,Madonna,4
Unwritten,Divas Collection,Natasha Bedingfield,1
L.O.V.E.,I Am Me,Ashlee Simpson,1
Boyfriend,Boy Crazy,Ashlee Simpson,1
Carry Me In Your Dreams (Albania),Eurovision Song Contest 2009,Kejsi Tola,2
El tiempo no es mi amigo,Los chicos del barrio. Un tributo a Hombres G,Inuit y Cia.,16
Dans Ma Bulle (Edit Radio - Live 2006),Dans Ma Bulle,Diam's,1
Wenn Jetzt Sommer Wär (Album Version),Der Junge Ist Verliebt,Pohlmann.,3
Two In A Million,Best - The Greatest Hits,S Club 7,1
I'll Be There,7,S Club 7,9
Bailamos,Greatest Hits,Enrique Iglesias,1
White Lies,In Between,Paul Van Dyk Featuring Jessica Sutta,1
Cake,The B52's,The B-52's,1
Sugar Ray (LP Version),Falling Off The Bone,Todd Barry,19
Un-thinkable (I'm Ready),The Element Of Freedom,Alicia Keys,12
Stripper,Ribbed Music For The Numb Generation,Sohodolls,1
The Partisan But He's Got To Know,Beast Moans,Swan Lake,1
Bleeding Love,Spirit,Leona Lewis,1
Wait A Minute,Wait A Minute,The Pussycat Dolls / Timbaland,1
Hush Hush; Hush Hush,Doll Domination 3.0,The Pussycat Dolls,4
Forever & Always,Fearless,Taylor Swift,13
La Pared,Fijacion Oral,Shakira,1
Good Girls Go Bad (Feat.Leighton Meester) (Album Version),Now That's What I Call Music! 74,Cobra Starship Featuring Leighton Meester,1
Autobiography,Autobiography,Ashlee Simpson,1
LoveStoned/I Think She Knows,LoveStoned / I Think She Knows,Justin Timberlake,4
Tu imaginacion [Long Remix],No culpes a la noche,Luis Miguel,1
Genie In A Bottle,Christina Aguilera,Christina Aguilera,1
Feelin' Good,PCD,The Pussycat Dolls,2
It's Alright_ It's OK (Album Version),It's Alright_ It's OK,Ashley Tisdale,1
Stickwitu,I Am Getting Married,The Pussycat Dolls,1
Bite The Dust,PCD,The Pussycat Dolls,2
If I Ain't Got You,R&B Love Collection 08,Alicia Keys,5
Hot Stuff (I Want You Back),PCD,The Pussycat Dolls,2
Buttons,PCD,The Pussycat Dolls,4
All In Love Is Fair,7,S Club 7,3
Miente,Vivir,Enrique Iglesias,1
F L M,F L M,Mel & Kim,1
Alejandro,The Fame Monster,Lady GaGa,6
Cross My Heart,7,S Club 7,1
Don't Cha,PCD,The Pussycat Dolls / Busta Rhymes,6
Jambalaya,Best of the Bayou Blues,Tab Benoit,1
Pocket Porn (1990),RSW 1987-1995,Renegade Soundwave,2
Harlem,Toshack Highway,Toshack Highway,5
How Many Times_ How Many Lies,PCD,The Pussycat Dolls,4
Leave (Get Out),Leave (Get Out),JoJo,2
Be Good To Me,Be Good To Me Remix EP,Ashley Tisdale,3
Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,5
Everything You Touch We Touch First (America'S Mexican),America's Mexican,George Lopez,13
When I Grow Up,When I Grow Up,The Pussycat Dolls,4
Nobody Wants To Be Lonely,Keeps Gettin' Better: A Decade of Hits,Ricky Martin with Christina Aguilera,1
Lady Marmalade,Moulin Rouge I & II,Christina Aguilera / Lil' Kim / Mya / Pink,1
Labios compartidos [En vivo],Arde el cielo,Maná,2
Stranger,Best Of Hilary Duff,Hilary Duff,1
