song_name,song_release,song_artist,listen_time
This Boy's In Love,This Boy's In Love,The Presets,1
No mercy for she,Yann tiersen & shannon wright,Yann Tiersen & Shannon Wright,4
That Was Just A Dream,Bright Like Neon Love,Cut Copy,1
Through The Hosiery,Crystal Castles,Crystal Castles,4
Little Bird (Animal Collective Remix),Caravan Girl (EP),Goldfrapp,1
The Girl And The Robot,Junior,Royksopp,2
Alice Practise,Camden Crawl 2008,Crystal Castles,4
Whirring,Camden Crawl 2009,The Joy Formidable,1
Beautiful,Sex And The City Volume 2,Goldfrapp,1
La boda,God's Project,Aventura,1
Jamaica Roots II(Agora E Sempre),Nova Bis-Natiruts,Natiruts,1
Lights & Music,Lights & Music,Cut Copy,2
Knights,Crystal Castles,Crystal Castles,2
Astronaut,Devotion,Beach House,1
Reckless,Crystal Castles,Crystal Castles,2
Talk Like That,Talk Like That,The Presets,1
Saturdays,Bright Like Neon Love,Cut Copy,1
Loading The Weapon (Live Version),Music As A Weapon II,Disturbed,1
Airwar,Airwar,Crystal Castles,6
Suena tu guitarra,Muriendo de Amor,Fernando Soto,2
Feel The Love,In Ghost Colours,Cut Copy,2
This Boy's In Love,This Boy's In Love,The Presets,1
As You Are Leaving The Building,You Fat Bastard: The Anthology,Carter USM,1
Time Flies,Youth Novels,Lykke Li,1
The greatest light is the greatest shade,A Balloon Called Moaning,The Joy Formidable,1
When The Sun Comes Down,When The Sun Comes Down,R.I.O.,2
Blindsided,For Emma_ Forever Ago,Bon Iver,1
Love And Caring,Crystal Castles,Crystal Castles,2
Tokyo Witch,Beach House,Beach House,2
Zebra,Teen Dream,Beach House,1
Royksopp Forever,Junior,Royksopp,1
Lovelier Girl,Beach House,Beach House,1
We Fight For Diamonds,In Ghost Colours,Cut Copy,2
Unforgettable Season,In Ghost Colours,Cut Copy,3
So Haunted,In Ghost Colours,Cut Copy,1
Auburn and Ivory,Beach House,Beach House,3
Miss It So Much,Junior,Royksopp,2
My People,My People,The Presets,2
Apple Orchard,Beach House,Beach House,2
Untrust us,Crystal Castles,Crystal Castles,4
A Dream,Bright Like Neon Love,Cut Copy,2
Brand New Colony (Album),Give Up,Postal Service,1
Truth And Lies,Truth & Lies,The Presets,1
Mother Knows Best,Celestica,Crystal Castles,1
Flume,For Emma_ Forever Ago,Bon Iver,1
Passchendaele,Pierce The Empire With A Sound,The Out_Circuit,2
Far Away,In Ghost Colours,Cut Copy,3
Dancing In Heaven (2006 Remastered LP Version),Nine Lives [Digital Version],Robert Plant,1
All The Years,Devotion,Beach House,3
Steal,Spitting Games,Snow Patrol,1
Time Stands Still,Bright Like Neon Love,Cut Copy,2
Behind The Sea [Live In Chicago],Live In Chicago,Panic At The Disco,1
An Audience With The Pope,The Seldom Seen Kid,Elbow,1
A New Sky,Apocalypso,The Presets,1
Playground Love,Playground Love,Air,1
Childhood,Beach House,Beach House,2
Crimewave (Crystal Castles vs Health),Crystal Castles,Crystal Castles,5
Are You The One?,Are You The One?,The Presets,1
Unchained Melody,Rock N' Roll Legends,Righteous Brothers,1
Some Things Last a Long Time,Devotion,Beach House,2
Saturdays,Bright Like Neon Love,Cut Copy,2
Norway,Teen Dream,Beach House,1
Home Again,Devotion,Beach House,2
Turtle Island,Devotion,Beach House,2
Dead To The World,The Understanding,Röyksopp,1
This Boys In Love,Apocalypso,The Presets,1
Going Nowhere,Bright Like Neon Love,Cut Copy,1
If I Ain't Got You,R&B Love Collection 08,Alicia Keys,1
Take Care,Teen Dream,Beach House,1
First Day Of My Life (Single Version),First Day Of My Life,Bright Eyes,1
Out There On The Ice,In Ghost Colours,Cut Copy,1
Lump Sum,For Emma_ Forever Ago,Bon Iver,1
Vanished,Vanished,Crystal Castles,2
Eucalyptus,Apocalypso,The Presets,1
Tristesse Globale,The Understanding,Röyksopp,1
Heart of Chambers,Devotion,Beach House,2
Vision One,Junior,Royksopp,1
1991,Crystal Castles,Crystal Castles,2
My moon my man (Grizzy Bear Remix),The Reminder (Bonus Content),Feist,1
Bad Bad Levi Brown,Waiter: 'You Vultures!',Portugal The Man,2
Not In Love,Crystal Castles ( II ),Crystal Castles,2
Visions,In Ghost Colours,Cut Copy,1
What Else Is There?,The Classic Chillout Album,Röyksopp,1
Brackett_ WI,Dark Was The Night (Red Hot Compilation),Bon Iver,1
Sine Language,Divided By Night,The Crystal Method featuring LMFAO,1
Hearts On Fire,Hearts On Fire,Cut Copy,2
Strangers In The Wind,In Ghost Colours,Cut Copy,2
Bigger Isn't Better,Born on the Wrong Planet,The String Cheese Incident,1
I'm Good_ I'm Gone,I'm Good_ I'm Gone,Lykke Li,1
You Picked Me,One Cell In The Sea,A Fine Frenzy,1
Midnight Boundary,Truth & Lies,The Presets,1
Happy Up Here,Happy Up Here,Royksopp,2
La Valse D'Amélie (Version Piano),Amelie From Montmartre,Yann Tiersen,1
The Verb,Strict Joy,The Swell Season,1
Sombre Detune,The Understanding,Röyksopp,1
Courtship Dating,Courtship Dating,Crystal Castles,3
Making Enemies,Up To Now,Snow Patrol,1
Good Time,Crystal Castles,Crystal Castles,2
