song_name,song_release,song_artist,listen_time
Don't Stop...Planet Rock (In The Pocket Mix) feat. Bambaataa_ Eric Kupper & Mohamed Moretta,Don't Stop...Planet Rock,Afrika Bambaataa & The Soul Sonic Force,1
Doin' My Thing,Doin' My Thing,Luke Bryan,1
In Another Life (Album Version),Hook Me Up,The Veronicas,1
Más Y Más (Remix),Coleccion Audiovisual 1984 - 2004,La Unión,1
Para Hacerme Perdonar (En Vivo Teatro Metropolitan),Ely Guerra Teatro Metropolitan,Ely Guerra,1
Play On,Play On,Carrie Underwood,1
Here We Go Again,Turn it Up,Pixie Lott,1
Someone Else Calling You Baby,Doin' My Thing,Luke Bryan,1
Berimbau First Cry,Struck By Lightning,Airto Moreira,1
OVO MI JE `KOLA,ACOUSTIC ELECTRIC,Gibonni,1
Blue Sky (Featuring Keith Urban),Blue Sky,Emily West,1
Someone Wake Me Up (Album Version),Hook Me Up,The Veronicas,1
The Writer,Lights,Ellie Goulding,1
Mama Do (uh oh_ uh oh),Mama Do (uh oh_ uh oh),Pixie Lott,1
Revenge Is Sweeter [Than You Ever Were] (Album Version),Hook Me Up,The Veronicas,1
The Ballad Of Gus And Sam,Ferraby Lionheart - EP,Ferraby Lionheart,1
Cry Me Out,Turn it Up,Pixie Lott,1
You Know I'm No Good,You Know I'm No Good - GFK Version,Amy Winehouse,2
All I Have (Album Version),Hook Me Up,The Veronicas,1
Look At Me,Play On,Carrie Underwood,1
I Don't Wanna Wait (Album Version),Hook Me Up,The Veronicas,2
Anywhere Is,"Themes From ""Calmi Cuori Appassionati",Enya,1
Guns And Horses,Lights,Ellie Goulding,3
Cindy Fait Semblant,Solo Girls,Charlelie Couture,1
Ghost In The Mirror,When Love Met Destruction,Motionless in White,1
Goodbye To You (Album Version),Hook Me Up,The Veronicas,1
Wish I Stayed,Wish I Stayed,Ellie Goulding,2
Every Time You Go,Lights,Ellie Goulding,1
This Love (Will Be Your Downfall),Lights,Ellie Goulding,1
I've Got The World On A String (1995 Digital Remaster),Great Ladies Of Song / Spotlight On Peggy Lee,Peggy Lee,2
Under The Sheets,Under The Sheets,Ellie Goulding,2
Itkupilli (2001 Digital Remaster),Kasvukipuja,Neljä Ruusua,1
I Told You So,Carnival Ride,Carrie Underwood,1
(Are You Ready) Do The Bus Stop,Raising Hell,THE FATBACK BAND,1
