song_name,song_release,song_artist,listen_time
Run Me Down,The Big Come Up,The Black Keys,1
Money Folder,Madvillainy,Madvillain,6
Dirty Dishes,War Elephant,Deer Tick,13
Poor Jackie,Rabbit Habits,Man Man,1
Been A Son,Nirvana,Nirvana,7
Step Through The Door,Hell Train,Soltero,1
Knocking On Forbidden Doors,McMxc A.D.,Enigma,5
One Smart Nigger,Take Me To Your Leader,King Geedorah,1
Do The Rump,The Big Come Up,The Black Keys,1
Daisy And Prudence,Distillation,Erin McKeown,1
Anonymous,Call the Doctor,Sleater-kinney,1
The Rain,Atlantis - Hymns for Disco,K-OS,1
Be Less Rude,Sings The Greys,Frightened Rabbit,1
Bistro,Madvillainy,Madvillain,6
Man Who Make You Sick,The Man in a Blue Turban with Face,Man Man,1
Trap Door (feat. MF DOOM),White Van Music,Jake One,1
They Might Follow You,Tiny Vipers,Tiny Vipers,1
Supervillain Theme,Madvillainy,Madvillain,4
Last Day Of Our Love,One Too Many Hearts,the bird and the bee,1
born to Run,Atlantis - Hymns for Disco.,K-OS,1
Mince Meat,The Mouse & The Mask,Dangerdoom,6
mirror in the Sky,Atlantis - Hymns for Disco,K-OS,1
Percussion Gun,Friday Night Lights Vol. 2 (Original Television Soundtrack),White Rabbits,2
Cash Still Rules/Scary Hours (still don't nothing move but the money),Wu-Tang Forever (Explicit),Wu-Tang Clan,1
Tomorrow Goes Away,Ode To Sunshine,Delta Spirit,5
Lionesse,It's Frightening,White Rabbits,1
Gabbie,Stella stai/Gloria,Umberto Tozzi,1
Come As You Are,Nirvana,Nirvana,7
I Remember,Good Morning_ Mr. Good,Ring_ Cicada,5
black Ice - Hymn for Disco,Atlantis - Hymns for Disco,K-OS,1
People_ Turn Around,Ode To Sunshine,Delta Spirit,4
She Said_ She Said,The Big Come Up,The Black Keys,1
Long Time,War Elephant,Deer Tick,13
Pause 4 Porno,2001 Instrumental,Dr. Dre,1
People C'mon,Ode To Sunshine,Delta Spirit,18
Rhinestone Cowboy,Madvillainy,Madvillain,3
Here It Comes,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1
The Sun On His Back,Biggest Bluest Hi-Fi,Camera Obscura,5
Gimme Sympathy,Gimme Sympathy,Metric,1
You Mustn't Kick It Around,Distillation,Erin McKeown,1
Jigsaw Falling Into Place,In Rainbows,Radiohead,4
Ackrite,2001,Dr. Dre / Hittman,1
At The Back Of The Shell,No Wow,The Kills,1
Where I  Wanna Be,Informal Introduction,Shade Sheist / Nate Dogg / Kurupt,1
Illuminati,Ya Mama & Song For Shelter,Fatboy Slim,1
The Salesman (Tramp Life),It's Frightening,White Rabbits,1
These Old Shoes,War Elephant,Deer Tick,14
I Came As A Rat (Long Walk Off A Short Dock),Everywhere and His Nasty Parlour Tricks,Modest Mouse,1
Bring Da Ruckus,Live at Montreux 2007,Wu-Tang Clan,1
Imparare Dal Vento,The Virgin Collection: Due Destini,Tiromancino,1
Rudie Fails,It's Frightening,White Rabbits,1
Things Are Getting Better,In Search Of...,N.E.R.D.,1
El Chupe Nibre (Album Version),The Mouse And The Mask,Danger Doom,6
Shining Down [feat. Matthew Santos] (Amended Album Version),Shining Down,Lupe Fiasco,13
Accordian,Madvillainy,Madvillain,6
Old Man & Me (LP Version),Rhino Hi-Five: Hootie & The Blowfish,Hootie And The Blowfish,1
West One (Shine On Me),The Crack/Grin And Bear It,The Ruts,5
Loose Translation,Electric Version,The New Pornographers,1
FlyPaper,Atlantis - Hymns for Disco,K-OS,1
In The Mausoleum,The Flying Club Cup,Beirut,1
Some L.A. Niggaz,2001,Dr. Dre / Hittman / Ms. Roq / Knoc-Turn'al / Time Bomb / Koka Kambon / Defari / MC Ren / Alvin Joiner,1
