song_name,song_release,song_artist,listen_time
Cannonball,Cannonball,The Breeders,1
Invisible Man,Last Splash,The Breeders,1
No Aloha,Last Splash,The Breeders,1
Mad Lucas,Last Splash,The Breeders,1
Roi (reprise),Last Splash,The Breeders,1
Gloomy Sunday,South,Heather Nova,1
Roi,Last Splash,The Breeders,1
Do You Love Me Now ?,Last Splash,The Breeders,1
Hag,Last Splash,The Breeders,1
Evidence,This Is It: The Best of Faith No More,Faith No More,1
Saints,Last Splash,The Breeders,1
S.O.S.,Last Splash,The Breeders,1
Divine Hammer,Last Splash,The Breeders,2
One Step Beyond,Complete Madness,Madness,1
Ready For The Floor (Album Version),Best Of The Bands,Hot Chip,1
I Just Wanna Get Along,Last Splash,The Breeders,1
New Year,Last Splash,The Breeders,1
Drivin On 9,Last Splash,The Breeders,1
Talk About The Blues,Everything Is Nice: The Matador Records 10th Anniversary Anthology,The Jon Spencer Blues Explosion,1
Flipside,Last Splash,The Breeders,1
