song_name,song_release,song_artist,listen_time
Undo,Vespertine Live,Björk,2
Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,2
High Life,Discovery,Daft Punk,1
You're The One,If There Was A Way,Dwight Yoakam,2
Where Did You Sleep Last Night,MTV Unplugged In New York,Nirvana,2
Come As You Are,Nirvana,Nirvana,2
Hey_ Soul Sister,Save Me_ San Francisco,Train,1
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,3
Rhyme & Reason,Listener Supported,DAVE MATTHEWS BAND,4
Sehr kosmisch,Musik von Harmonia,Harmonia,3
Teardrops,Garage Classics Volume II Summer Edition,Lovestation,5
Someone Else's Arms,Everglow_ The,Mae,1
Cry For Help (Album Version),The Sound of Madness [Deluxe],Shinedown,2
Lady In Black,One More Magic Potion,Ensiferum,1
For You (Amended/Radio Edit LP),The Singles,Staind,2
Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2
Secrets,Waking Up,OneRepublic,2
Time Bomb,Big Whiskey and the GrooGrux King,DAVE MATTHEWS BAND,2
Blue Coat_ Black Hair,Venus,We Are The Fury,1
Esta Es Para Hacerte Féliz,Esta Es Para Hacerte Feliz,Jorge Gonzalez,9
Revelry,Only By The Night,Kings Of Leon,2
Marry Me,Save Me_ San Francisco,Train,1
OMG,OMG - The Remixes,Usher featuring will.i.am,1
Drop The World,Drop The World,Lil Wayne / Eminem,2
Ain't Misbehavin,Summertime,Sam Cooke,1
Blow Me Away,Halo 2 (Original Soundtrack And New Music) Volume 1,Breaking Benjamin,3
Use Somebody,Use Somebody,Kings Of Leon,3
Use Somebody,Hitzone 49,Kings Of Leon,11
