song_name,song_release,song_artist,listen_time
You And Me Jesus,Tribute To Jake Hess,Jake Hess,12
Harder Better Faster Stronger,Discovery,Daft Punk,1
Uprising,Uprising,Muse,1
Breakfast At Tiffany's,Home,Deep Blue Something,1
Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,7
You're The One,If There Was A Way,Dwight Yoakam,26
Don't Dream It's Over,Recurring Dream_ Best Of Crowded House (Domestic Only),Crowded House,7
S.O.S.,SOS,Jonas Brothers,5
The Invisible Man,The Invisible Man,Michael Cretu,1
American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,8
Hey_ Soul Sister,Save Me_ San Francisco,Train,8
Breakeven,Now That's What I Call Music! 72,The Script,4
Pernambuco E Brasil,Bis,Moraes Moreira,1
(You Drive Me) Crazy (The Stop Remix!),The Singles Collection,Britney Spears,1
The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,6
Hey There Delilah,Now That's What I Call Music! 68,Plain White T's,7
3AM (LP Version),Yourself Or Someone Like You,matchbox twenty,7
Vanilla Twilight,Ocean Eyes,Owl City,6
Picture,The Very Best Of Sheryl Crow,Sheryl Crow,7
If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,6
Bump Bounce Boogie (1990 Digital Remaster),Texas Gold/Comin' Right At Ya,Asleep At The Wheel,5
Ain't No Rest For The Wicked (Original Version),Cage The Elephant,Cage The Elephant,1
Molly Malone,Favourite Irish Folk Songs,Dublin City Ramblers,7
The Only Exception (Album Version),The Only Exception,Paramore,4
Black and White,Outside Inside,The String Cheese Incident,2
Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,7
The Trouble With Love Is,Beautiful,Kelly Clarkson,8
Orange Trägt Nur Die Müllabfuhr (Go West),10 Jahre Gute Unterhaltung!,Mickie Krause,1
Rianna,The Update Collection Vol. 2,Fisher,9
I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,7
Secrets,Waking Up,OneRepublic,7
Here Without You,Here Without You,3 Doors Down,6
If I Ever Leave This World Alive,Music From The Motion Picture P.S. Ich liebe Dich,Flogging Molly,6
Good Riddance [Time Of Your Life] (Album Version),International Superhits!,Green Day,9
Waterfall,À La Carte,Triumvirat,2
Almaz,Every Kind Of Mood,Randy Crawford,14
Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,8
Ironic (Acoustic Album Version),Jagged Little Pill Acoustic,Alanis Morissette,6
Earth (UPS Edit),Hello Mom!,Modeselektor,1
Ghosts and Roses,Hello Mademoiselle,Stephane Pompougnac,1
Anyone Else But You,Juno - Music From The Motion Picture,Michael Cera & Ellen Page,6
Speed Of Life,Twice The Speed Of Life,Sugarland,2
Blood Red,Live  Decade Of Aggression,Slayer,23
Marry Me,Save Me_ San Francisco,Train,8
Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,7
Make Love To Your Mind,Playlist: The Very Best Of Bill Withers,Bill Withers,1
Heartbreak Warfare,Battle Studies,John Mayer,6
Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,3
Strange Days,The Very Best Of [w/bonus tracks],The Doors,4
Drops Of Jupiter,Drops Of Jupiter,Train,6
What's Your Name,This Is How I Feel,Future Loop Foundation,1
Use Somebody,Use Somebody,Kings Of Leon,3
Kissing The Wall,No Happy View,Wolfsheim,18
Home,Daughtry (Deluxe Edition),Daughtry,6
Lovebug,A Little Bit Longer,Jonas Brothers,7
Half Of My Heart,Battle Studies,John Mayer,6
Immaculate Misconception,The Guessing Game,Cathedral,1
Magic,Wizards Of Waverly Place,Selena Gomez,8
Something So Strong,Recurring Dream - The Very Best Of Crowded House (International Only),Crowded House,4
When You Were Young,When You  Were Young,The Killers,1
