song_name,song_release,song_artist,listen_time
Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,1
Entre Dos Aguas,Flamenco Para Niños,Paco De Lucia,1
Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,1
The Warrior's Code,Live on Lansdowne_ Boston MA,Dropkick Murphys,1
They Might Follow You,Tiny Vipers,Tiny Vipers,1
Clocks,A Rush Of Blood To The Head,Coldplay,1
Learn To Fly,There Is Nothing Left To Lose,Foo Fighters,1
Whataya Want From Me,Whataya Want From Me,Adam Lambert,1
American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,1
DONTTRUSTME (Explicit Album Version),DON'T TRUST ME,3OH!3,1
Ojalá,Al final de este viaje,Silvio Rodríguez,1
Just Dance,Just Dance,Lady GaGa / Colby O'Donis,1
Sehr kosmisch,Musik von Harmonia,Harmonia,2
Love Me,My Worlds,Justin Bieber,1
Superman,The Eminem Show,Eminem / Dina Rae,1
Karma Police,OK Computer (Collector's Edition),Radiohead,1
Terre Promise,77 Souter'1 Vol.2,O'Rosko Raricim,1
Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,1
Mockingbird,R&B 2006,Eminem,1
Te Amo,Rated R,Rihanna,1
That Should Be Me,My Worlds,Justin Bieber,1
I'm Not Calling You A Liar,Lungs,Florence + The Machine,1
If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,1
Breakdown,In Between Dreams,Jack Johnson,2
Up,My Worlds,Justin Bieber,1
Shots,Party Rock,LMFAO / Lil Jon,2
The Scientist,The Scientist,Coldplay,1
Eye Of The Tiger,Happy New Year!,Survivor,1
Overboard,My Worlds,Justin Bieber / Jessica Jarrell,1
One Step Closer (Album Version),Hybrid Theory,Linkin Park,1
Sinisten tähtien alla,Tatsum Tisal,J. Karjalainen & Mustat Lasit,1
Here Without You,Here Without You,3 Doors Down,1
Rabbit Heart (Raise It Up),Rabbit Heart EP,Florence + The Machine,1
Hailie's Song,The Eminem Show,Eminem,1
I'm On A Boat,Incredibad,The Lonely Island / T-Pain,1
Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,1
The Seven Deadly Sins,Live at the Greek Theatre,Flogging Molly,1
If It Means A Lot To You,Homesick [Special Edition],A Day To Remember,1
The Middle,Bleed American,Jimmy Eat World,1
Feel The Sunrise,Tiësto - In Search Of Sunrise 7 - Asia,Banyan Tree,1
Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,1
Drunken Lullabies,Live at the Greek Theatre,Flogging Molly,1
Don't Panic,Don't Panic,Coldplay,1
Speed Of Sound,Speed Of Sound,Coldplay,1
Toxic,The Singles Collection,Britney Spears,1
Drop The World,Drop The World,Lil Wayne / Eminem,2
Tighten Up,Tighten Up,The Black Keys,1
Johnny_ I Hardly Knew Ya,Live on Lansdowne_ Boston MA,Dropkick Murphys,1
Better Together,In Between Dreams,Jack Johnson,1
Howlin For You,Brothers,The Black Keys,1
Drops Of Jupiter,Drops Of Jupiter,Train,1
One Less Lonely Girl,My Worlds,Justin Bieber,1
16 Candles,16 Candles,The Crests,1
Without Me,Without Me,Eminem,2
Whatcha Say,Whatcha Say,Jason Derulo,1
Time To Pretend,Time To Pretend,MGMT,1
Dream On,Aerosmith,Aerosmith,1
Electric Feel,The Anthems,MGMT,1
