song_name,song_release,song_artist,listen_time
Something,Across The Universe,Jim Sturgess,7
Girl,Across The Universe,Jim Sturgess,1
Turbulence (LP Version),Excursions,Eddie Harris,1
Undo,Vespertine Live,Björk,23
You're The One,If There Was A Way,Dwight Yoakam,8
Lonely Is The Hunter,Animalize,Kiss,1
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,1
Rooftops,Liberation Transmission,Lostprophets,1
Hats Made Of Veal And That New Car Scent,The Abominable Iron Sloth,The Abominable Iron Sloth,2
NAISEN KANSSA,Hits,Sami Saari,15
Sehr kosmisch,Musik von Harmonia,Harmonia,2
Strawberry Fields Forever,Across The Universe,Jim Sturgess / Joe Anderson,1
Lights_ Camera_ Action,The Block,New Kids On The Block,1
No One's Gonna Love You,Once In A While,Eddy Meets Yannah,1
Callin' Me,Young World: The Future (Explicit),Lil' Zane,1
Supermassive Black Hole (Twilight Soundtrack Version),Music From The Original Motion Picture Soundtrack,Muse,1
Mardy Bum,Whatever People Say I Am_ That's What I'm Not,Arctic Monkeys,1
No More Blood,Thumb,Thumb,5
Infinite Template,Infinite Template,Rainer Weichhold vs. Dandi & Ugo,1
One Step Closer (Album Version),Hybrid Theory,Linkin Park,1
Hooked On A Feeling,Hooked On A Feeling,Blue Swede,5
Secrets,Waking Up,OneRepublic,2
All My Loving,Across The Universe,Jim Sturgess,1
Revelry,Only By The Night,Kings Of Leon,11
Across The Universe,Across The Universe,Jim Sturgess,3
Watercolour,Watercolour,Pendulum,1
Use Somebody,Use Somebody,Kings Of Leon,1
Tears Don't Fall,The Poison,Bullet For My Valentine,2
Top Down,Young World: The Future (Explicit),Lil' Zane,1
Revolution,Across The Universe,Jim Sturgess,3
Lying From You (Album Version),Meteora,Linkin Park,1
2 X 4,Load,Metallica,1
