song_name,song_release,song_artist,listen_time
"Dirty Movies"" (Album Version)",Fair Warning,Van Halen,5
T's Groove,Infinitesimal Flash,John Tchicai,1
Shadow Stabbing,Comfort Eagle,Cake,1
Comfort Eagle,Comfort Eagle,Cake,2
Quase Sem Querer,Dois,Legião Urbana,1
Never There,Prolonging the Magic,Cake,1
Short Skirt/Long Jacket,Comfort Eagle,Cake,1
DAYBREAK'S BELL,KISS,L'Arc~en~Ciel,6
All The Days,Origin,Villa Nah,5
Delilah,Live / The Penthouse Tapes,The Sensational Alex Harvey Band,1
An Unsavoury Urge,Lumina,The Rogue Element,5
Falling,Digitalis,Isan,1
Encontro,Maria Gadú,Maria Gadú,1
Overture/And All That Jazz,Chicago - Music From The Miramax Motion Picture,Catherine Zeta-Jones;Renée Zellweger;Taye Diggs,1
Escudos,Maria Gadú,Maria Gadú,1
Baba,Maria Gadú,Maria Gadú,1
Stay,Essential Eternal,Eternal,5
Kill The President,Rupture - Pyschosis,Coffin Break,1
Laranja (feat. Leandro Léo),Maria Gadú,Maria Gadú,1
Commissioning A Symphony In C,Comfort Eagle,Cake,1
Na zore,Belovodie,Moon far away,1
Stickshifts And Safetybelts,Fashion Nugget,Cake,2
Mexico,Prolonging the Magic,Cake,2
Mahna_ Mahna,b-sides and rarities,Cake,2
Falling Slowly (Live),Strict Joy [Deluxe Edition],The Swell Season,1
Frank Sinatra,Fashion Nugget,Cake,1
Long Line Of Cars,Comfort Eagle,Cake,2
Leve Com Você,Nova Bis-Natiruts,Natiruts,1
Let Me Go,Prolonging the Magic,Cake,2
Lounge,Maria Gadú,Maria Gadú,1
A História de Lilly Braun,Maria Gadú,Maria Gadú,1
