song_name,song_release,song_artist,listen_time
Good Love Is On The Way,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,1
Losing Touch,Day & Age,The Killers,2
Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,3
River In The Rain,All Time Greatest Hits,Roger Miller,3
Kingdom Of Doom,Kingdom Of Doom,The Good_ The Bad and The Queen,4
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,1
Ruby_ Don't Take Your Love To Town,Sawdust,The Killers,4
Sex And Violence,Loud And Out Of Tune,Lower Class Brats,3
Sehr kosmisch,Musik von Harmonia,Harmonia,3
Why Do I Keep Counting?,Sam's Town,The Killers,1
All The Pretty Faces,When You  Were Young,The Killers,16
Leave The Bourbon On The Shelf,Sawdust,The Killers,14
Blood In Blood Out,TIP,Young Buck,24
Let It Ride,The Anthology,Bachman-Turner Overdrive,1
Om We Rembwe Ike,One Love (2nd Edition),Dr. Alban,2
Jesus Is Just Alright,Rockin' Down The Highway: The Wildlife Concert,The Doobie Brothers,1
My Immortal (Album Version),Fallen,Evanescence,2
Lucille,Greatest Hits,Kenny Rogers,2
Smile Like You Mean It,Hot Fuss,The Killers,3
Drunk,Confide In Me,Kylie Minogue,1
Here we go Again,A Book Like This,Angus & Julia Stone,15
Night Boat To Cairo,Complete Madness,Madness,1
I Never Go Around Mirrors,True Country,Lefty Frizzell,5
Love Is Gone (Original Mix),Pop Life,David Guetta - Joachim Garraud - Chris Willis,3
Let Me Think About It,Now That's What I Call Music! 68,Ida Corr Vs Fedde Le Grand,1
Love Is Not A Fight,Worth Fighting For,Warren Barfield,22
Human,Just Dance,The Killers,2
Walking On Sunshine,This Is... 1985,Katrina & The Waves,4
Take Me In Your Arms (Rock Me A Little While),Rockin' Down The Highway: The Wildlife Concert,The Doobie Brothers,15
Listen To The Music,Rockin' Down The Highway: The Wildlife Concert,The Doobie Brothers,1
I'm No Stranger To The Rain,Don't Close Your Eyes,Keith Whitley,5
Run into My Arms,Round Two,J. Holiday,1
I C Love Affair,Disco Discharge. Euro Disco,Gaz Nevada,77
Only In Dreams,Weezer,Weezer,4
I Can't Stay,Day & Age,The Killers,1
Generation Of Love,Dancecore,Rocco,2
Mississippi Kan Vänta,Det Är Så Jag Säger Det,Håkan Hellström,28
My List,Sam's Town,The Killers,1
Romeo And Juliet,Sawdust,The Killers,1
When You Were Young,When You  Were Young,The Killers,1
