song_name,song_release,song_artist,listen_time
Undo,Vespertine Live,Björk,6
Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,3
You're The One,If There Was A Way,Dwight Yoakam,4
Sehr kosmisch,Musik von Harmonia,Harmonia,6
The Scientist,The Scientist,Coldplay,1
Rianna,The Update Collection Vol. 2,Fisher,1
Secrets,Waking Up,OneRepublic,4
Revelry,Only By The Night,Kings Of Leon,6
Time to Go,Live on Lansdowne_ Boston MA,Dropkick Murphys,1
Ain't Misbehavin,Summertime,Sam Cooke,2
Use Somebody,Use Somebody,Kings Of Leon,1
Sunshine Highway,Live on Lansdowne_ Boston MA,Dropkick Murphys,1
