3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOADJQJ12A8C141D38,3
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOAOOXO12AF72A787F,14
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOAPDHT12A8C13D219,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOASMSZ12A6D4FBB53,4
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOBICXT12AB017E1EF,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOBRJAF12A6D4F7DE4,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOBRZNK12A6BD54733,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOBSZRE12A8C13216D,2
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOBWDQR12A58A7FC3F,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOBWNLS12AC46876E2,3
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOCAYMN12A8C1330E7,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOCHTHV12A6D4F9791,2
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOCJYIT12A58A7F2D9,2
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOCRUMY12A6D4F997B,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOCTWWT12A6D4FA12E,9
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODADGW12A58A7A12B,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODAPGX12A8C1401FB,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODBTLL12AB017E0C0,2
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODFWWK12A6D4FBB3B,2
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODJWHY12A8C142CCE,5
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODKHZY12AF72A6B8F,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODMPBT12AB0189E3A,3
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODTZOP12A58A7A819,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODUIQO12A8C137CBD,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODVAAD12AAA15DA65,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SODVUEE12A6D4FA130,2
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOEJNFC12A6D4F979C,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOEPSUW12A8C13FCED,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOFBHTE12AB018308E,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOFEEFI12AB01827BA,2
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOFFQBG12A6D4F9793,2
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOFQYNW12A8AE4560F,3
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,SOFRGVQ12A8C1428AA,2
